Chart,1,source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,1782_4
Chart,4,source/org/jfree/chart/plot/XYPlot.java,4418_4
Chart,8,source/org/jfree/data/time/Week.java,164_4
Chart,9,source/org/jfree/data/time/TimeSeries.java,904_4
Chart,11,source/org/jfree/chart/util/ShapeUtilities.java,255_4
Chart,20,source/org/jfree/chart/plot/ValueMarker.java,83_4
Chart,24,source/org/jfree/chart/renderer/GrayPaintScale.java,115_4
Chart,26,source/org/jfree/chart/axis/Axis.java,1079_4
Closure,14,src/com/google/javascript/jscomp/ControlFlowAnalysis.java,682_2
Closure,18,src/com/google/javascript/jscomp/Compiler.java,1234_2
Closure,31,src/com/google/javascript/jscomp/Compiler.java,1230_2
Closure,33,src/com/google/javascript/rhino/jstype/PrototypeObjectType.java,554_2
Closure,38,src/com/google/javascript/jscomp/CodeConsumer.java,240_2
Closure,40,src/com/google/javascript/jscomp/NameAnalyzer.java,595_4
Closure,62,src/com/google/javascript/jscomp/LightweightMessageFormatter.java,66_2
Closure,63,src/com/google/javascript/jscomp/LightweightMessageFormatter.java,66_2
Closure,70,src/com/google/javascript/jscomp/TypedScopeCreator.java,1731_4
Closure,73,src/com/google/javascript/jscomp/CodeGenerator.java,987_2
Closure,86,src/com/google/javascript/jscomp/NodeUtil.java,2419_2
Closure,92,src/com/google/javascript/jscomp/ProcessClosurePrimitives.java,740_4
Closure,93,src/com/google/javascript/jscomp/ProcessClosurePrimitives.java,740_4
Closure,123,src/com/google/javascript/jscomp/CodeGenerator.java,107_2
Closure,126,src/com/google/javascript/jscomp/MinimizeExitPoints.java,78_2
